plate_number,owner_name,address,vehicle_year,vehicle_make,vehicle_model,vehicle_color,reg_expiry,insurance,insurance_provider,policy_number,fines,fine_amount,is_flagged
JA·GA7394,Bradley Wallace,"8956 Mcdonald Lodge, Lindamouth, KY 50619",2007,Hyundai,i20,Green,2030-03-10,Yes,Prime Life Insurance,POL-53943990,1,219,True
LU·GA2376,Jeremy Baker,"8881 House Courts, North Michaelside, ID 44247",2009,Mahindra,Scorpio,Black,2027-12-24,Yes,Siddhartha Insurance,POL-70016768,0,0,False
KO·JA9443,Gary Turner,"92840 Campbell Key Suite 690, Valdezberg, VI 52602",2007,Kia,Sonet,Blue,2029-10-10,Yes,Prime Life Insurance,POL-27120235,4,260,False
SE·PA113,Nathaniel Clark,"751 Singleton Meadow Suite 377, West Donberg, ME 97206",2014,Chevrolet,Trax,Silver,2027-08-31,Yes,Siddhartha Insurance,POL-62917798,2,464,False
PG·HA9031,Robert Flowers,"6845 Ashley Bypass Apt. 259, Bairdborough, MO 08851",2020,Suzuki,Ertiga,Black,2024-03-09,Yes,Prabhu Insurance,POL-66000400,0,0,False
SA·CHA2300,Chelsea Rodriguez,"412 Emily Fall Apt. 970, East Chad, MS 37701",2005,Toyota,Corolla,Maroon,2023-08-13,Yes,Everest Insurance,POL-21363335,0,0,False
ME·GA7074,Eddie Warren,"025 Myers Creek Apt. 867, South Stephanieborough, DC 27459",2021,Mahindra,XUV700,Beige,2028-11-13,Yes,Himalayan General Insurance,POL-34936450,0,0,True
ME·GA3978,Robert Ortega,"387 Harris Divide Suite 169, New Mark, OK 64851",2022,Chevrolet,Trax,Green,2026-07-14,Yes,Siddhartha Insurance,POL-74863150,3,234,False
BH·PA2427,Kenneth Mclaughlin,"4692 Wright River Suite 762, South Hollyton, IA 21201",2021,Chevrolet,Trax,Beige,2025-11-05,Yes,Sagarmatha Insurance,POL-95052118,1,198,False
BA·JA8865,Mark Carter,"PSC 3768, Box 1511, APO AP 43232",2021,Toyota,Fortuner,Beige,2029-07-25,Yes,Prime Life Insurance,POL-57367387,5,1270,False
NA·PA9891,Christopher Clark,"76563 Johnson Glen, Lake Sallymouth, TN 98631",2006,Kia,Rio,Red,2029-08-03,No,,,0,0,False
RA·KA547,Joel Miller,"74220 Gregory Crossing Suite 210, Ericstad, HI 28900",2009,Kia,Sonet,Silver,2027-11-27,Yes,Siddhartha Insurance,POL-47711414,0,0,False
BH·PA9993,Stephanie Patel,"816 Wallace Rapid, North Kelseyborough, IA 49606",2019,Hyundai,Santa Fe,Black,2027-05-01,Yes,Himalayan General Insurance,POL-75084661,0,0,False
BA·JA1482,Christina Smith,"3131 Jennifer Cape, Huntmouth, MD 74170",2020,Hyundai,Santa Fe,Black,2028-08-29,Yes,Himalayan General Insurance,POL-98673262,0,0,False
LU·MN5753,Lori Villa,"33155 Alexis Shoal Suite 063, Robinsonview, SD 82278",2006,Toyota,Yaris,Silver,2024-02-09,Yes,United Insurance,POL-81473736,0,0,False
PG·HA4402,Austin Robinson,"89241 Jarvis Square Suite 252, Tiffanyfort, CA 44423",2005,Hyundai,Santa Fe,Green,2028-11-11,Yes,Prabhu Insurance,POL-81169409,3,180,False
SE·KA5897,Thomas Cole,"903 Christina Crossing, Joelchester, WV 32423",2013,Nissan,Navara,Maroon,2027-11-04,Yes,Shikhar Insurance,POL-97824468,2,336,False
BH·CHA9745,Amy Brooks,"3039 Stevenson Isle, West Lonnie, WY 05692",2010,Suzuki,Alto,Blue,2026-05-28,Yes,Sagarmatha Insurance,POL-11605433,0,0,False
SA·HA5859,Vanessa Wong,"55338 Rebecca Shores, Port Grace, VA 29657",2013,Suzuki,Ertiga,Red,2026-03-18,Yes,Nepal Insurance Co.,POL-89743930,2,526,False
DH·KA2095,Jane Morris,"71302 David Extensions, East William, NE 95526",2009,Honda,Civic,Gold,2029-12-23,Yes,Everest Insurance,POL-24877375,3,342,False
SA·PA7529,Christopher Gonzalez,"4973 Huffman Orchard, West Raymondburgh, NJ 58353",2015,Kia,Sonet,Maroon,2026-10-05,Yes,Nepal Insurance Co.,POL-61378412,0,0,False
GA·GA4436,Leon Hamilton,"66149 Angela Extensions Suite 674, Campbellside, PA 63526",2020,Hyundai,Elantra,Silver,2027-06-21,Yes,Everest Insurance,POL-96635285,1,86,False
PG·CHA1840,Chad Harrison,"08576 Bentley Summit, Patrickport, SD 77611",2006,Ford,Endeavour,Silver,2024-12-08,Yes,Nepal Insurance Co.,POL-76800348,0,0,False
BA·KA6497,Stephen Riddle,"64587 Horton Run, Housebury, IA 63117",2017,Kia,Sportage,Blue,2029-03-27,Yes,United Insurance,POL-74174787,0,0,False
RA·GA1248,Robert Mccoy,"9724 Carrie Shore, North Darryl, CO 84963",2017,Chevrolet,Cruze,White,2029-01-18,No,,,1,141,False
GA·HA1004,Janice Mccarthy,"Unit 1836 Box 2644, DPO AP 70388",2015,Honda,CR-V,Brown,2023-10-07,Yes,Shikhar Insurance,POL-96945247,0,0,False
PG·KA3229,Janet Parker,"95243 Hale Avenue, Port Travis, CT 09655",2025,Kia,Sonet,Silver,2029-01-27,No,,,2,476,False
BA·CHA515,Jennifer Butler,"25223 White Creek Suite 932, North Karen, AS 25651",2017,Mahindra,XUV700,Beige,2024-08-13,Yes,United Insurance,POL-12203625,0,0,True
RA·KA801,Steven Ortiz,"214 Nicholas Harbor, West Anthonybury, NJ 64096",2025,Nissan,Altima,Gray,2028-11-30,Yes,Lumbini General Insurance,POL-29992217,3,327,False
BA·KA2419,Ashlee Brown,"901 Alexa Avenue, Morrisonview, NM 62528",2024,Ford,Ecosport,Beige,2025-08-11,No,,,2,562,False
RA·PA7574,Lindsey Rogers,"3566 Theresa Well Suite 107, Hardyberg, AK 79394",2007,Mahindra,XUV700,Gold,2026-12-10,No,,,2,414,False
RA·CHA7083,Joseph Tapia,"7978 Keller Alley, Allenstad, VI 06498",2008,Tata,Safari,Blue,2029-07-29,Yes,Prabhu Insurance,POL-38619492,3,603,False
JA·PA4587,Nancy Gregory,"9156 Hatfield Walks Apt. 649, Lake Douglas, NC 75460",2016,Hyundai,Elantra,Black,2028-10-21,Yes,Siddhartha Insurance,POL-15462513,0,0,False
SA·MN6262,Michelle Johnson,"8727 Timothy Plains, East Jason, WV 86975",2007,Hyundai,Tucson,Beige,2025-05-03,Yes,Siddhartha Insurance,POL-48081803,0,0,False
RA·HA2179,Ashley Holder,"4347 Elizabeth Place Suite 153, Lake Matthewfurt, SD 84662",2013,Suzuki,Dzire,Maroon,2028-08-27,Yes,Everest Insurance,POL-91945021,3,606,False
ME·MN1542,Tracy Kim,"41115 Julie Crescent Suite 256, West Bryanside, ID 51376",2005,Kia,Carnival,Green,2027-06-04,No,,,1,74,False
RA·MN8415,Emma Diaz,"993 Randall Plain, Stewartport, MP 29193",2011,Suzuki,Vitara,Maroon,2027-06-07,No,,,0,0,False
ME·HA2988,Mr. Kyle Thomas DDS,"548 Joshua Vista, Welchborough, NM 38707",2006,Hyundai,Venue,White,2027-12-11,Yes,Shikhar Insurance,POL-54868265,2,554,False
BA·PA959,Jamie Zavala,"302 Luna Hills, North Amy, MA 55870",2005,Chevrolet,Cruze,Black,2026-12-30,No,,,0,0,False
DH·JA6965,Wanda Todd,"3861 Marcus Turnpike Apt. 472, South Heather, LA 19483",2015,Suzuki,Ertiga,Maroon,2025-09-22,Yes,Sagarmatha Insurance,POL-41825487,3,816,False
LU·PA7816,Robert Gonzalez,"912 Clements Meadow Apt. 015, Whiteton, DE 68060",2018,Mahindra,Thar,White,2023-10-17,No,,,0,0,False
LU·KA5975,Leslie Booker,"01367 Watts Extensions Suite 176, Cynthiamouth, MN 02021",2009,Kia,Sportage,Blue,2026-01-03,Yes,Sagarmatha Insurance,POL-72482955,1,93,False
LU·JA9989,Bradley Burns,"99974 Laura Falls, Washingtonchester, ME 75398",2010,Hyundai,Venue,Gold,2029-06-12,Yes,Sagarmatha Insurance,POL-65256920,4,700,False
LU·MN7857,Frederick Reeves,"0688 Brown Villages, Port Karenville, HI 79026",2018,Ford,Endeavour,White,2027-09-24,Yes,Prime Life Insurance,POL-87774748,0,0,False
NA·MN183,Abigail West,"93218 York Bypass, North Williamstad, ND 22993",2020,Nissan,Altima,White,2029-03-04,No,,,1,172,False
BH·GA1705,Tony Smith,"872 Neal Pike Suite 988, Lake Corey, GU 06364",2007,Ford,Figo,Gray,2026-06-01,Yes,Prime Life Insurance,POL-39260335,0,0,False
SA·PA360,Cole Evans,"839 Ramirez Stream, Jonesview, KS 50541",2019,Ford,Endeavour,Black,2029-08-14,No,,,1,247,False
BH·HA3130,Carla Bryant,"USCGC Bentley, FPO AE 70743",2005,Tata,Safari,Maroon,2026-09-28,Yes,Prabhu Insurance,POL-81258920,0,0,False
GA·KA8987,Mark Adams,"598 Robert Drives, Victoriachester, MS 03897",2007,Mahindra,XUV700,Maroon,2028-03-24,Yes,Nepal Insurance Co.,POL-79086760,5,1110,False
BA·PA6374,Danielle Nelson,"51554 Misty Fork Suite 016, South Stephanie, WY 16688",2006,Tata,Safari,Gold,2027-04-30,Yes,Sagarmatha Insurance,POL-85263692,3,306,False
KO·CHA8941,Nicholas Parker,"85948 Lawson Causeway Apt. 562, Lindaside, OH 78438",2023,Honda,HR-V,Beige,2030-04-15,Yes,Himalayan General Insurance,POL-53011925,0,0,False
SA·HA4640,Jennifer Vargas,"226 Brown Stream, Jasminebury, TX 80284",2016,Toyota,Corolla,Blue,2029-02-26,Yes,Sagarmatha Insurance,POL-73104323,3,669,False
GA·HA6131,Jimmy Gonzales,"446 Kevin Walks Apt. 465, Lake Christopherbury, CO 22142",2007,Honda,Accord,Beige,2025-05-04,Yes,Sagarmatha Insurance,POL-24678711,0,0,False
NA·HA2565,Angela Mitchell,"USS Hayden, FPO AA 89241",2005,Suzuki,Alto,Maroon,2030-03-04,Yes,Everest Insurance,POL-73606441,0,0,False
SA·PA4876,Monica Castillo,"0930 Park Summit, Johnhaven, TX 80349",2012,Suzuki,Swift,White,2029-04-05,Yes,Prime Life Insurance,POL-87672417,0,0,False
KO·HA9821,Jerry Jackson,"USNS Thompson, FPO AA 17975",2019,Chevrolet,Spark,Beige,2027-02-01,Yes,Shikhar Insurance,POL-33050166,4,432,False
GA·GA875,Tiffany Henderson,"53814 Webb Greens Apt. 096, West Sarah, SD 68072",2019,Hyundai,i20,Red,2029-10-24,Yes,Lumbini General Insurance,POL-48285148,0,0,False
BH·KA2614,Amanda Ford,"50975 Gomez Avenue Suite 265, North Ryanborough, CO 69850",2006,Hyundai,Creta,Silver,2029-07-26,No,,,0,0,False
SE·KA668,Brittany Martinez,"437 Brooks Lakes, Mcclainside, AS 35822",2016,Tata,Punch,Black,2027-04-04,Yes,Sagarmatha Insurance,POL-13345404,0,0,False
NA·HA5346,Jeffrey Franco,"605 Daniel Haven Apt. 266, Rachelburgh, TN 26583",2021,Hyundai,Tucson,Brown,2030-04-20,Yes,Shikhar Insurance,POL-87004412,3,762,False
ME·JA1940,Tina Bird,"725 Shaw Streets Suite 211, East Erichaven, AL 90211",2022,Ford,Ecosport,Black,2026-03-16,Yes,Himalayan General Insurance,POL-69857441,0,0,False
DH·KA3297,Michael Peterson,"Unit 0674 Box 4716, DPO AE 81452",2013,Mahindra,XUV300,Gray,2025-11-15,Yes,United Insurance,POL-21727533,5,750,False
KO·MN8481,Jorge Wright,"363 Mccarthy Valleys Apt. 892, Port Brittany, SC 19994",2009,Toyota,Land Cruiser,Green,2028-09-28,Yes,Prabhu Insurance,POL-11636220,0,0,False
ME·GA9291,Carlos Johnson,"Unit 2609 Box 3106, DPO AA 69310",2018,Honda,Accord,Beige,2027-12-19,No,,,3,837,False
PG·CHA9720,Mark Hall,"86041 Cox Keys Suite 350, North Aaron, TN 98117",2011,Mahindra,Scorpio,Black,2029-04-16,Yes,Sagarmatha Insurance,POL-89279578,3,216,True
SA·JA6891,Dustin Ramirez,"47554 Collin Bridge Apt. 555, Johnview, IL 77089",2023,Hyundai,Santa Fe,Beige,2027-02-11,No,,,4,496,False
BA·GA5047,Stephen Anderson,"93371 Shelly River, Kevinfort, WV 26977",2022,Mahindra,Bolero,Beige,2027-08-09,No,,,0,0,False
SA·GA7842,Brittany Anderson,"557 Rhonda Cliff Suite 688, East Carolberg, LA 06457",2014,Honda,HR-V,Maroon,2029-02-07,Yes,Himalayan General Insurance,POL-13817499,0,0,False
JA·MN6027,Amy Compton,"8812 Christensen Lights Suite 694, East Adam, OK 29049",2018,Mahindra,Thar,Gold,2029-11-13,Yes,Sagarmatha Insurance,POL-60090353,1,197,True
GA·CHA9629,Alexa Mcfarland,"3448 George Cape Apt. 402, Saraview, VI 07253",2019,Toyota,RAV4,Blue,2027-02-08,Yes,Nepal Insurance Co.,POL-46597195,0,0,False
KO·PA4849,Danielle Colon,"595 Miller Squares, Jenniferchester, MH 80649",2007,Kia,Rio,Maroon,2029-11-13,No,,,0,0,False
SE·JA5280,William Garrett,"42408 Jennifer Spurs Suite 498, Port Scott, MD 35732",2016,Kia,Carnival,Maroon,2024-05-15,Yes,Nepal Insurance Co.,POL-28381043,1,145,False
PG·JA2771,Mark Garrison,"65271 White Ferry Apt. 397, Lake Julian, ME 21855",2021,Honda,Accord,Black,2025-04-15,Yes,Lumbini General Insurance,POL-92332960,3,879,False
SE·KA9129,Ruth Mcdaniel,"63761 Jessica Valley, New Coryfurt, AK 14923",2007,Honda,City,Beige,2025-08-10,Yes,United Insurance,POL-56735943,0,0,False
ME·MN8670,Pamela Newman,"42900 Amy Viaduct, Melissaland, ID 18750",2005,Tata,Harrier,Red,2027-01-04,Yes,Everest Insurance,POL-40410305,0,0,False
JA·HA1930,Mr. Jeremy Martin,"08481 Mallory Cove, Curtischester, FL 00659",2018,Honda,Civic,Beige,2025-09-27,No,,,2,402,True
JA·JA809,Allison Simmons,"61721 Cristian Haven Suite 195, West Sandraland, MH 06182",2005,Honda,CR-V,Maroon,2027-01-15,Yes,Himalayan General Insurance,POL-88866745,5,485,False
BA·PA2484,Cassandra Moreno,"49451 Hendricks Shore Suite 410, Port Diana, MD 19870",2016,Kia,Rio,Blue,2023-07-15,Yes,Siddhartha Insurance,POL-42456869,1,67,False
DH·GA329,Nathan Floyd,"96421 Cooley Falls, Gomezfort, NE 63584",2014,Chevrolet,Cruze,Gray,2026-04-27,Yes,Sagarmatha Insurance,POL-38724658,5,1335,False
KO·KA9756,Jennifer Leon,"6878 Patel View, South Christopher, VT 55792",2008,Hyundai,Elantra,Maroon,2024-05-09,Yes,Prime Life Insurance,POL-38759369,1,154,False
KO·PA7733,Paula Shepherd,"50305 Rosario Creek, West Michaelberg, LA 60845",2020,Honda,Jazz,Black,2030-04-19,Yes,Nepal Insurance Co.,POL-21039132,0,0,False
GA·HA9936,Samuel Bonilla,"PSC 3330, Box 2126, APO AP 03954",2022,Kia,Sonet,Gray,2028-09-29,No,,,0,0,False
ME·KA6120,Jessica Brown,"9202 Thomas Gardens, North Ashleychester, FL 24411",2020,Hyundai,Tucson,Maroon,2028-07-26,Yes,Sagarmatha Insurance,POL-26001148,0,0,False
DH·PA2864,Charles Rose,"USCGC Jenkins, FPO AA 58693",2015,Honda,CR-V,Gray,2024-01-29,No,,,4,940,False
RA·KA9634,Melissa Mitchell,"282 Randy Manors, Spencerview, PW 75482",2017,Mahindra,Bolero,Maroon,2030-01-31,Yes,Prime Life Insurance,POL-75032899,1,87,False
JA·PA4207,Michelle Henderson,"623 Montgomery Forges, Whiteside, PA 10620",2025,Ford,Figo,Gray,2026-07-06,No,,,0,0,True
SA·PA3034,Julie Edwards,"05634 Dan Lake Suite 034, New Daniel, IL 78765",2015,Nissan,Navara,Maroon,2025-10-20,Yes,Lumbini General Insurance,POL-76060289,4,404,False
ME·HA8370,Theodore Lopez,"41990 Williams Island, West Alanstad, WV 37516",2022,Kia,Rio,Blue,2026-07-10,Yes,Sagarmatha Insurance,POL-61489930,1,268,False
ME·PA638,Kathryn Edwards,"15681 Andrew Underpass Suite 790, Evanmouth, CO 82545",2014,Hyundai,Santa Fe,Maroon,2027-04-08,Yes,Everest Insurance,POL-51937627,3,522,False
DH·KA8137,Nathan Wilkerson,"288 West Curve, Kellychester, AZ 93924",2020,Chevrolet,Spark,Gold,2027-03-23,Yes,Prime Life Insurance,POL-45351739,1,298,False
SA·JA4760,Jasmine Clark,"97102 Payne Union, South Clintonmouth, GA 39246",2023,Tata,Nexon,White,2024-04-15,Yes,Siddhartha Insurance,POL-13610435,3,630,False
JA·HA5754,Douglas Cox,"747 Hines Mills, North Teresa, NM 05690",2006,Tata,Safari,Blue,2027-09-26,Yes,Shikhar Insurance,POL-89528254,0,0,False
GA·PA5631,Dustin Ortiz,"5895 Miller Loop, Bakerton, RI 84893",2015,Hyundai,Tucson,Brown,2023-12-22,Yes,Prime Life Insurance,POL-45784981,0,0,False
BA·JA6288,Richard Lyons,"46296 Jeffrey Well, Caldwellstad, NH 61906",2023,Mahindra,Thar,Blue,2023-08-09,No,,,3,408,False
RA·GA5663,Stephanie Marshall,"6365 Logan Rapids, Lewisfort, DE 36988",2016,Hyundai,Santa Fe,Red,2027-06-24,Yes,Sagarmatha Insurance,POL-81918425,0,0,False
GA·MN6686,Joshua Fry,"9096 Sharon Lake, Irwinborough, AR 28221",2023,Suzuki,Alto,Silver,2024-06-15,Yes,Siddhartha Insurance,POL-81278157,1,103,False
JA·KA5045,Tiffany Sutton,"21461 Russo Mission, Warrenview, HI 07545",2022,Chevrolet,Trax,Green,2028-09-01,Yes,Siddhartha Insurance,POL-79171687,1,245,False
BA·KA8557,Steven Peterson,"56778 Tammy Mews, Ritashire, MS 01802",2011,Hyundai,Santa Fe,Beige,2028-12-19,Yes,Lumbini General Insurance,POL-92466364,4,1128,False
DH·KA1081,Stephanie Gonzalez,"5027 Victor Island, Port Tarachester, KS 68749",2019,Chevrolet,Cruze,Blue,2025-07-01,Yes,Shikhar Insurance,POL-68436893,0,0,False
JA·KA3435,Virginia Harding,"910 Julie Field Suite 829, Robinsonborough, ID 89581",2025,Nissan,Kicks,Red,2025-01-07,Yes,Sagarmatha Insurance,POL-30127592,0,0,False
GA·HA8052,Alexis Cervantes,"177 Jenkins Knoll Suite 851, South Ross, HI 72951",2025,Chevrolet,Equinox,Green,2027-06-24,No,,,0,0,False
RA·JA9122,Kimberly James,"491 Linda Cove Apt. 096, South Karenside, CT 83538",2020,Hyundai,Venue,White,2026-08-28,Yes,Sagarmatha Insurance,POL-52131585,2,542,True
PG·JA1579,Kevin Johnson,"37861 Melissa Crossing Suite 766, West Kimberlyhaven, LA 35577",2008,Nissan,Sentra,Gray,2029-02-24,Yes,Lumbini General Insurance,POL-99149714,4,1172,False
SE·JA8233,Deborah Roberson,"306 Alexis Drives Suite 895, Georgeshire, NE 32198",2008,Honda,Accord,Gold,2028-02-07,Yes,Siddhartha Insurance,POL-62338292,4,960,False
PG·CHA2463,Jenna Jensen,"626 Richard Island, South Jerry, VT 17059",2013,Honda,Accord,Gray,2027-10-09,Yes,Nepal Insurance Co.,POL-75814814,1,229,False
KO·MN7043,Lynn Mueller,"253 Christopher Mews Apt. 920, New Patrickberg, NH 83661",2009,Ford,Ranger,Red,2028-05-29,Yes,Nepal Insurance Co.,POL-96623797,5,1025,True
BH·KA995,Heather Allen,"PSC 4383, Box 6404, APO AE 19345",2017,Suzuki,Baleno,Brown,2030-04-10,Yes,Sagarmatha Insurance,POL-81794497,4,1076,False
BA·HA4286,Margaret Riley,"112 Green Falls Apt. 175, South Craig, WY 03378",2014,Kia,Seltos,Gray,2025-06-11,Yes,Prabhu Insurance,POL-96493863,0,0,True
JA·GA8155,John Garrett,"5722 Smith Fall Apt. 155, Cooleyside, AL 21261",2018,Ford,Figo,Blue,2026-11-28,Yes,Shikhar Insurance,POL-77959068,0,0,False
BH·GA9073,Dawn Martinez,"823 Wilson Forge, West Dillonland, VA 91150",2006,Tata,Safari,White,2027-05-18,Yes,Everest Insurance,POL-10412827,0,0,False
KO·MN1447,Debra Olson,"USNV Erickson, FPO AP 39078",2021,Honda,Accord,Gray,2029-12-26,Yes,Siddhartha Insurance,POL-65071708,4,524,False
BH·CHA4370,Robert Graham,"USNS Wright, FPO AE 90554",2015,Hyundai,Venue,Gold,2027-06-17,No,,,0,0,False
PG·GA9445,Michelle Hayden,"37676 Cabrera Road Apt. 966, New Michael, MH 83430",2022,Suzuki,Swift,White,2029-11-10,Yes,Sagarmatha Insurance,POL-72065617,0,0,False
NA·PA6670,Joanna Preston,"USNV Matthews, FPO AA 79653",2013,Mahindra,Thar,Gold,2024-04-12,No,,,2,106,False
PG·GA7533,Maria Sanford,"25625 Charles Shoals, Nathanmouth, DE 01763",2011,Ford,Ecosport,Gray,2024-11-06,Yes,United Insurance,POL-61281039,0,0,False
DH·CHA4736,Adam Murphy,"81649 Alison Cove Suite 919, Flemingchester, MD 42459",2018,Suzuki,Vitara,Black,2026-07-04,Yes,Shikhar Insurance,POL-41606345,2,564,False
DH·KA7606,Anthony Snyder,"1172 Garza Freeway Apt. 409, South Justinfurt, AZ 70423",2009,Honda,Civic,Beige,2030-03-26,Yes,Himalayan General Insurance,POL-61471888,3,714,False
JA·PA9225,Amanda Newman,"4455 Miller Trail, Troyton, MO 39618",2012,Toyota,Camry,Blue,2028-05-01,Yes,Siddhartha Insurance,POL-16108500,0,0,False
PG·JA6566,Jordan Allison,"Unit 1591 Box 0300, DPO AE 14281",2006,Tata,Harrier,Brown,2027-10-22,No,,,1,136,False
NA·PA5298,Shannon Ramsey MD,"004 Daniel Hollow Apt. 459, Nelsonburgh, DC 76975",2013,Chevrolet,Equinox,Black,2026-02-04,Yes,United Insurance,POL-47715268,3,861,False
GA·MN4421,Cameron Atkins,"718 Becky Shore Suite 457, North Joseph, LA 93743",2010,Chevrolet,Trax,Green,2029-02-06,Yes,Everest Insurance,POL-84581396,4,872,False
ME·PA3195,Justin Salas,"117 Jason Skyway, South Lori, ID 64417",2010,Hyundai,Tucson,Gray,2024-11-19,No,,,1,79,False
ME·PA7333,Daniel Garza,"7281 Jeffery Lakes Suite 798, Port Ricardo, CA 36917",2019,Tata,Altroz,Beige,2027-03-06,No,,,0,0,False
NA·GA2857,Michael Lynn,"71130 Lopez Burgs, Stanleymouth, MI 35310",2023,Chevrolet,Trax,Gold,2026-04-27,Yes,Siddhartha Insurance,POL-34235540,0,0,True
RA·HA1645,Joshua Gomez,"685 Scott Land Apt. 066, West Jaime, HI 78364",2008,Tata,Nexon,Red,2029-08-28,Yes,Sagarmatha Insurance,POL-53424580,0,0,False
BH·KA7961,Lawrence Stone,"313 Brian Camp, Johnside, CT 36606",2005,Ford,Endeavour,Gold,2026-08-04,Yes,United Insurance,POL-53609415,5,1185,False
RA·MN2218,Manuel Baldwin,"47323 Walsh Squares, Jessicaville, HI 66461",2014,Suzuki,Swift,Maroon,2026-08-28,Yes,Lumbini General Insurance,POL-90838200,0,0,False
NA·CHA6635,Lisa Stevenson,"51225 Thomas Bridge, Pattersontown, HI 35082",2010,Honda,Civic,Gray,2028-08-08,Yes,Everest Insurance,POL-26186924,0,0,False
BH·GA5180,Carolyn Wolf,"9073 Rodriguez Viaduct Apt. 943, Port Dwayne, CT 13607",2008,Mahindra,XUV700,Blue,2029-03-21,No,,,1,149,False
DH·MN7031,Noah Chavez,"745 Smith Knoll Suite 589, Rodriguezhaven, VA 84360",2024,Honda,City,Blue,2023-12-15,No,,,1,299,False
LU·KA2640,William Chase,"7039 Howard Summit, East Samanthafurt, SC 14647",2025,Ford,F-150,Maroon,2027-12-23,Yes,Sagarmatha Insurance,POL-74103912,0,0,False
SA·JA4173,Sherry Shelton,"PSC 7824, Box 5569, APO AA 36709",2023,Chevrolet,Equinox,Red,2025-11-30,Yes,Lumbini General Insurance,POL-24446145,1,155,False
SA·KA9413,Andrew Meyer,"7954 Tara Parks, South Erin, NC 38483",2023,Kia,Carnival,Red,2023-07-09,No,,,3,504,False
NA·GA6538,Mary Torres,"70349 Brian Inlet Apt. 650, West Devinport, WY 66298",2014,Toyota,Corolla,Green,2028-11-23,Yes,United Insurance,POL-93726413,4,548,False
RA·CHA3558,Patricia Moore,"36914 Antonio Knoll Apt. 666, West Samanthaport, HI 74413",2013,Hyundai,Tucson,Gold,2026-12-10,Yes,Nepal Insurance Co.,POL-10784780,0,0,True
SA·HA7639,Shawn Brock,"2683 Torres Hills, Gardnerfurt, WY 57765",2014,Nissan,Navara,Beige,2029-10-21,Yes,Prime Life Insurance,POL-50621889,0,0,False
LU·PA360,Joseph Benson,"5676 Murray Points Apt. 612, Kristinshire, NY 49405",2020,Suzuki,Swift,Gray,2029-12-27,Yes,Lumbini General Insurance,POL-35624104,0,0,False
NA·HA7012,Joshua Cunningham,"60787 Christopher Groves Apt. 591, Arianamouth, VI 08478",2009,Toyota,Corolla,Black,2028-11-03,Yes,United Insurance,POL-12634395,4,796,False
GA·MN6518,Kevin Dixon,"287 Jeffrey Spring, West Courtney, VA 01346",2008,Toyota,Land Cruiser,White,2028-10-07,Yes,United Insurance,POL-87666600,2,382,False
BA·HA6648,Loretta Gonzalez,"181 James Mountains, Port Williamfurt, AR 16467",2024,Ford,F-150,Gold,2029-01-30,Yes,Nepal Insurance Co.,POL-80908408,0,0,False
SE·PA4488,John White,"791 Thomas Brooks Apt. 232, South Timothy, LA 87996",2020,Nissan,Patrol,Silver,2029-12-20,Yes,Prime Life Insurance,POL-12792658,0,0,False
ME·JA7278,Kevin Richardson,"176 Hernandez Haven Suite 196, New Kevinmouth, AZ 46995",2023,Suzuki,Alto,Gray,2028-03-31,Yes,United Insurance,POL-27603804,4,940,False
PG·GA6002,Julie Sharp,"8835 Palmer Extensions, West Diana, OK 44972",2011,Ford,Ranger,Gold,2026-10-30,Yes,Everest Insurance,POL-33258738,0,0,False
JA·GA6915,Scott Taylor,"1767 Barbara Parkways Suite 259, Breannafurt, CA 06389",2011,Ford,Endeavour,Gray,2026-06-13,Yes,Shikhar Insurance,POL-57921617,3,282,False
SE·PA1143,Nicholas Hall,"753 Daniel Extensions Suite 610, Dannyland, NV 49564",2024,Tata,Safari,Silver,2025-02-01,Yes,Prabhu Insurance,POL-57679636,3,741,False
GA·CHA8544,Sara Mclean,"2983 Johnny Mill Suite 332, Cervantesborough, CO 76799",2019,Mahindra,Scorpio,White,2026-12-20,Yes,Siddhartha Insurance,POL-91826622,4,1168,False
SE·PA8411,Tyler Davis,"56981 Lopez Stream, Leeborough, OK 62594",2008,Honda,Accord,Maroon,2028-05-16,No,,,0,0,False
SE·HA1726,Heather Yoder,"6619 David Path, Craigfort, IN 07248",2015,Hyundai,Venue,Blue,2027-01-13,Yes,United Insurance,POL-65800998,3,153,False
RA·HA5692,Erin Walker,"USNV Myers, FPO AA 09407",2007,Kia,Rio,Black,2028-09-02,Yes,Himalayan General Insurance,POL-30348912,3,555,False
LU·CHA7125,Brooke Roberts,"984 Montgomery Plains, New Thomasview, SD 04430",2021,Nissan,Patrol,Beige,2028-05-16,Yes,United Insurance,POL-29539994,3,699,False
JA·PA5642,Jason Gonzalez,"38503 Jones Port, West Tinachester, PA 97401",2018,Tata,Safari,Black,2026-02-19,Yes,Everest Insurance,POL-87115770,0,0,False
BH·GA8616,Angela Arnold,"USNV Cummings, FPO AE 05167",2022,Kia,Sonet,Green,2028-02-08,Yes,Nepal Insurance Co.,POL-47551535,5,1030,False
BH·HA7410,Danny Bell MD,"00389 Fleming Street, New Timothyfurt, WI 49945",2024,Suzuki,Alto,Gold,2030-04-04,Yes,Prime Life Insurance,POL-36480587,4,284,True
KO·HA2164,Jessica Simmons,"95535 Hull Freeway Apt. 190, South Julie, FM 70784",2011,Chevrolet,Spark,Red,2024-08-04,Yes,Everest Insurance,POL-13143613,0,0,False
